"id","full_name","team_name","position","height","weight","bat_side","pitch_hand","height_inches"
678368,"Valente Bellozo","Miami Marlins","Pitcher","5' 10""",221,"R","R",70
669622,"Anthony Bender","Miami Marlins","Pitcher","6' 4""",205,"R","R",76
643217,"Andrew Benintendi","Chicago White Sox","Designated Hitter","5' 9""",185,"L","L",69
666181,"Will Benson","Cincinnati Reds","Outfielder","6' 4""",230,"L","L",76
642834,"Jonathan Bermúdez","Miami Marlins","Pitcher","6' 2""",226,"L","L",74
657514,"Brennan Bernardino","Boston Red Sox","Pitcher","6' 4""",216,"L","L",76
621244,"José Berríos","Toronto Blue Jays","Pitcher","6' 0""",205,"R","R",72
672860,"Prelander Berroa","Chicago White Sox","Pitcher","5' 11""",215,"R","R",71
672642,"Steward Berroa","Toronto Blue Jays","Outfielder","5' 9""",193,"S","R",69
542932,"Jon Berti","New York Yankees","Second Base","5' 10""",190,"R","R",70
542194,"Christian Bethancourt","Chicago Cubs","Catcher","6' 1""",205,"R","R",73
605141,"Mookie Betts","Los Angeles Dodgers","Shortstop","5' 9""",180,"R","R",69
676440,"Tanner Bibee","Cleveland Guardians","Pitcher","6' 2""",205,"R","R",74
666182,"Bo Bichette","Toronto Blue Jays","Third Base","5' 11""",190,"R","R",71
641360,"Phil Bickford","New York Yankees","Pitcher","6' 4""",200,"R","R",76
674370,"Osvaldo Bido","Oakland Athletics","Pitcher","6' 3""",175,"R","R",75
669456,"Shane Bieber","Cleveland Guardians","Pitcher","6' 3""",200,"R","R",75
656232,"Brandon Bielak","Oakland Athletics","Pitcher","6' 2""",221,"L","R",74
685801,"Hunter Bigge","Tampa Bay Rays","Pitcher","6' 0""",215,"R","R",72
624415,"Cavan Biggio","Atlanta Braves","First Base","6' 0""",200,"L","R",72
656234,"Jake Bird","Colorado Rockies","Pitcher","6' 3""",215,"R","R",75
806185,"Hayden Birdsong","San Francisco Giants","Pitcher","6' 5""",225,"R","R",77
702352,"Spencer Bivens","San Francisco Giants","Pitcher","6' 4""",220,"R","R",76
621389,"Ty Blach","Colorado Rockies","Pitcher","6' 1""",215,"R","L",73
696131,"Mason Black","San Francisco Giants","Pitcher","6' 3""",228,"R","R",75
672012,"Tyler Black","Milwaukee Brewers","Designated Hitter","6' 0""",208,"L","R",72
621112,"Paul Blackburn","New York Mets","Pitcher","6' 1""",196,"R","R",73
453568,"Charlie Blackmon","Colorado Rockies","Outfielder","6' 3""",221,"L","L",75
687134,"Bradley Blalock","Colorado Rockies","Pitcher","6' 2""",213,"R","R",74
680118,"Dairon Blanco","Kansas City Royals","Outfielder","6' 0""",200,"R","R",72
669854,"Ronel Blanco","Houston Astros","Pitcher","6' 3""",265,"R","R",75
663905,"Travis Blankenhorn","Washington Nationals","Outfielder","6' 1""",237,"L","R",73
668709,"JJ Bleday","Oakland Athletics","Outfielder","6' 2""",205,"L","L",74
656240,"Scott Blewett","Minnesota Twins","Pitcher","6' 6""",245,"R","R",78
669208,"Ryan Bliss","Seattle Mariners","Second Base","5' 7""",165,"R","R",67
814005,"Jake Bloss","Houston Astros","Pitcher","6' 3""",223,"R","R",75
593428,"Xander Bogaerts","San Diego Padres","Shortstop","6' 2""",218,"R","R",74
664761,"Alec Bohm","Philadelphia Phillies","Third Base","6' 4""",218,"R","R",76
675989,"Cody Bolton","Seattle Mariners","Pitcher","6' 2""",210,"R","R",74
592155,"Cam Booser","Boston Red Sox","Pitcher","6' 3""",230,"L","L",75
621366,"Ryan Borucki","Pittsburgh Pirates","Pitcher","6' 4""",210,"L","L",76
623520,"David Bote","Chicago Cubs","Third Base","5' 11""",205,"R","R",71
656248,"Sean Bouchard","Colorado Rockies","Outfielder","6' 2""",215,"R","R",74
676961,"Caleb Boushley","Minnesota Twins","Pitcher","6' 3""",190,"R","R",75
680742,"Jonathan Bowlan","Kansas City Royals","Pitcher","6' 6""",240,"R","R",78
621199,"Matt Bowman","Baltimore Orioles","Pitcher","6' 0""",185,"R","R",72
571510,"Matthew Boyd","Cleveland Guardians","Pitcher","6' 3""",223,"L","L",75
671212,"Joe Boyle","Oakland Athletics","Pitcher","6' 8""",250,"R","R",80
674003,"Cody Bradford","Texas Rangers","Pitcher","6' 4""",197,"L","L",76
680694,"Kyle Bradish","Baltimore Orioles","Pitcher","6' 3""",215,"R","R",75
671737,"Taj Bradley","Tampa Bay Rays","Pitcher","6' 2""",220,"R","R",74
542963,"Rob Brantly","Tampa Bay Rays","Catcher","6' 1""",190,"L","R",73
518489,"Ryan Brasier","Los Angeles Dodgers","Pitcher","6' 0""",223,"R","R",72
623211,"Huascar Brazobán","New York Mets","Pitcher","6' 3""",155,"R","R",75
605154,"John Brebbia","Atlanta Braves","Pitcher","6' 1""",219,"L","R",73
608324,"Alex Bregman","Houston Astros","Third Base","5' 10""",190,"R","R",70
686823,"Will Brennan","Cleveland Guardians","Outfielder","5' 11""",205,"L","L",71
605155,"Colten Brewer","Chicago Cubs","Pitcher","6' 4""",222,"R","R",76
681146,"Jonah Bride","Miami Marlins","Third Base","5' 11""",200,"R","R",71
689225,"Beau Brieske","Detroit Tigers","Pitcher","6' 3""",200,"R","R",75
666745,"Jhony Brito","San Diego Padres","Pitcher","6' 2""",210,"R","R",74
641401,"Connor Brogdon","Los Angeles Dodgers","Pitcher","6' 6""",205,"R","R",78
605156,"Aaron Brooks","Oakland Athletics","Pitcher","6' 4""",230,"R","R",76
670092,"Trenton Brooks","San Francisco Giants","Outfielder","5' 11""",195,"L","L",71
676962,"Ben Brown","Chicago Cubs","Pitcher","6' 6""",210,"R","R",78
686613,"Hunter Brown","Houston Astros","Pitcher","6' 2""",220,"R","R",74
664913,"Seth Brown","Oakland Athletics","Outfielder","6' 1""",223,"L","L",73
677865,"Justin Bruihl","Pittsburgh Pirates","Pitcher","6' 2""",215,"L","L",74
660644,"Vidal Bruján","Miami Marlins","Shortstop","5' 9""",180,"S","R",69
592178,"Kris Bryant","Colorado Rockies","Designated Hitter","6' 5""",240,"R","R",77
694350,"Zach Brzykcy","Washington Nationals","Pitcher","6' 2""",208,"R","R",74
663460,"Kris Bubic","Kansas City Royals","Pitcher","6' 3""",220,"L","L",75
571527,"David Buchanan","Cincinnati Reds","Pitcher","6' 3""",200,"R","R",75
621111,"Walker Buehler","Los Angeles Dodgers","Pitcher","6' 2""",185,"R","R",74
656266,"J.B. Bukauskas","Milwaukee Brewers","Pitcher","6' 0""",210,"R","R",72
607481,"Aaron Bummer","Atlanta Braves","Pitcher","6' 3""",215,"L","L",75
595897,"Nick Burdi","New York Yankees","Pitcher","6' 3""",225,"R","R",75
669394,"Jake Burger","Miami Marlins","First Base","6' 0""",230,"R","R",72
670103,"Raymond Burgos","San Francisco Giants","Pitcher","6' 5""",209,"L","L",77
656271,"Brock Burke","Los Angeles Angels","Pitcher","6' 4""",210,"L","L",76
680732,"Sean Burke","Chicago White Sox","Pitcher","6' 6""",240,"R","R",78
676475,"Alec Burleson","St. Louis Cardinals","First Base","6' 0""",225,"L","L",72
669203,"Corbin Burnes","Baltimore Orioles","Pitcher","6' 3""",245,"R","R",75
621114,"Ryan Burr","Toronto Blue Jays","Pitcher","6' 4""",220,"R","R",76
681347,"Mike Burrows","Pittsburgh Pirates","Pitcher","6' 1""",200,"R","R",73
683737,"Michael Busch","Chicago Cubs","First Base","5' 11""",210,"L","R",71
641427,"Alan Busenitz","Cincinnati Reds","Pitcher","6' 1""",180,"R","R",73
681066,"Ky Bush","Chicago White Sox","Pitcher","6' 6""",250,"L","L",78
671732,"Lawrence Butler","Oakland Athletics","Outfielder","6' 3""",210,"L","R",75
676130,"José Buttó","New York Mets","Pitcher","6' 0""",208,"R","R",72
621439,"Byron Buxton","Minnesota Twins","Outfielder","6' 1""",190,"R","R",73
676609,"José Caballero","Tampa Bay Rays","Shortstop","5' 9""",190,"R","R",69
663550,"Trey Cabbage","Houston Astros","Third Base","6' 2""",204,"L","R",74
665795,"Edward Cabrera","Miami Marlins","Pitcher","6' 5""",217,"R","R",77
650893,"Génesis Cabrera","Toronto Blue Jays","Pitcher","6' 2""",180,"L","L",74
665828,"Oswaldo Cabrera","New York Yankees","Third Base","6' 0""",200,"S","R",72
641432,"Willie Calhoun","Los Angeles Angels","First Base","5' 8""",205,"L","R",68
669743,"Alex Call","Washington Nationals","Outfielder","5' 11""",189,"R","R",71
665856,"Jair Camargo","Minnesota Twins","Catcher","5' 10""",230,"R","R",70
663662,"Daz Cameron","Oakland Athletics","Outfielder","6' 0""",185,"R","R",72
691406,"Junior Caminero","Tampa Bay Rays","Third Base","6' 1""",220,"R","R",73
663462,"Isaiah Campbell","Boston Red Sox","Pitcher","6' 4""",230,"R","R",76
672569,"Gustavo Campero","Los Angeles Angels","Outfield","5' 6""",183,"S","R",66
669134,"Luis Campusano","San Diego Padres","Catcher","5' 10""",232,"R","R",70
672744,"Alexander Canario","Chicago Cubs","Outfielder","6' 0""",215,"R","R",72
600869,"Jeimer Candelario","Cincinnati Reds","Third Base","6' 1""",222,"S","R",73
592192,"Mark Canha","San Francisco Giants","Outfielder","6' 1""",200,"R","R",73
656288,"Griffin Canning","Los Angeles Angels","Pitcher","6' 2""",180,"R","R",74
686563,"Jonathan Cannon","Chicago White Sox","Pitcher","6' 6""",225,"R","R",78
666974,"Yennier Cano","Baltimore Orioles","Pitcher","6' 4""",245,"R","R",76
676282,"Joey Cantillo","Cleveland Guardians","Pitcher","6' 4""",225,"L","L",76
686527,"Dominic Canzone","Seattle Mariners","Designated Hitter","6' 0""",190,"L","R",72
668843,"Conner Capel","Cincinnati Reds","Outfielder","6' 0""",185,"L","L",72
681962,"Vinny Capra","Milwaukee Brewers","Third Base","5' 8""",188,"R","R",68
571539,"Matt Carasiti","Colorado Rockies","Pitcher","6' 2""",205,"R","R",74
605170,"Victor Caratini","Houston Astros","Catcher","6' 0""",225,"S","R",72
666185,"Dylan Carlson","Tampa Bay Rays","Outfielder","6' 1""",200,"S","L",73
681481,"Kerry Carpenter","Detroit Tigers","Outfielder","6' 1""",220,"L","R",73
572761,"Matt Carpenter","St. Louis Cardinals","Third Base","6' 4""",224,"L","R",76
471911,"Carlos Carrasco","Cleveland Guardians","Pitcher","6' 4""",224,"R","R",76
682998,"Corbin Carroll","Arizona Diamondbacks","Outfielder","5' 10""",180,"L","L",70
694497,"Evan Carter","Texas Rangers","Outfielder","6' 2""",190,"L","R",74
592200,"Curt Casali","San Francisco Giants","Catcher","6' 2""",220,"R","R",74
671213,"Triston Casas","Boston Red Sox","First Base","6' 4""",244,"L","R",76
676508,"Ben Casparius","Los Angeles Dodgers","Pitcher","6' 2""",215,"R","R",74
528748,"Humberto Castellanos","Arizona Diamondbacks","Pitcher","5' 11""",222,"R","R",71
592206,"Nick Castellanos","Philadelphia Phillies","Outfielder","6' 3""",203,"R","R",75
660636,"Diego Castillo","Minnesota Twins","Shortstop","5' 11""",185,"R","R",71
650895,"Diego Castillo","Minnesota Twins","Pitcher","6' 3""",268,"R","R",75
622491,"Luis Castillo","Seattle Mariners","Pitcher","6' 2""",200,"R","R",74
612434,"Miguel Castro","Arizona Diamondbacks","Pitcher","6' 7""",201,"R","R",79
650489,"Willi Castro","Minnesota Twins","Second Base","6' 0""",209,"S","R",72
595909,"Jake Cave","Colorado Rockies","Outfielder","6' 0""",200,"L","L",72
656302,"Dylan Cease","San Diego Padres","Pitcher","6' 2""",200,"R","R",74
677944,"Slade Cecconi","Arizona Diamondbacks","Pitcher","6' 4""",219,"R","R",76
605177,"Andrew Chafin","Texas Rangers","Pitcher","6' 2""",235,"R","L",74
665953,"Andrés Chaparro","Washington Nationals","First Base","6' 0""",200,"R","R",72
547973,"Aroldis Chapman","Pittsburgh Pirates","Pitcher","6' 4""",235,"L","L",76
656305,"Matt Chapman","San Francisco Giants","Third Base","6' 1""",220,"R","R",73
608638,"JT Chargois","Seattle Mariners","Pitcher","6' 3""",200,"S","R",75
445926,"Jesse Chavez","Atlanta Braves","Pitcher","6' 1""",180,"R","R",73
630023,"Yonny Chirinos","Miami Marlins","Pitcher","6' 2""",225,"R","R",74
665862,"Jazz Chisholm Jr.","New York Yankees","Second Base","5' 11""",184,"L","R",71
683409,"Angel Chivilli","Colorado Rockies","Pitcher","6' 2""",185,"R","R",74
694192,"Jackson Chourio","Milwaukee Brewers","Outfielder","6' 1""",199,"R","R",73
687847,"Marc Church","Texas Rangers","Pitcher","6' 3""",189,"R","R",75
643256,"Adam Cimber","Los Angeles Angels","Pitcher","6' 3""",195,"R","R",75
542585,"José Cisnero","Los Angeles Angels","Pitcher","6' 3""",258,"R","R",75
650644,"Aaron Civale","Milwaukee Brewers","Pitcher","6' 1""",245,"R","R",73
661403,"Emmanuel Clase","Cleveland Guardians","Pitcher","6' 2""",206,"R","R",74
682729,"Jonatan Clase","Toronto Blue Jays","Outfielder","5' 10""",150,"S","R",70
664076,"Garrett Cleavinger","Tampa Bay Rays","Pitcher","6' 1""",225,"R","L",73
665019,"Kody Clemens","Philadelphia Phillies","Second Base","6' 0""",200,"L","R",72
676391,"Ernie Clement","Toronto Blue Jays","Second Base","6' 0""",170,"R","R",72
605182,"Mike Clevinger","Chicago White Sox","Pitcher","6' 4""",215,"R","R",76
502171,"Alex Cobb","Cleveland Guardians","Pitcher","6' 3""",205,"R","R",75
693049,"Oscar Colás","Chicago White Sox","Outfielder","6' 0""",230,"L","L",72
543037,"Gerrit Cole","New York Yankees","Pitcher","6' 4""",220,"R","R",76
669395,"Dylan Coleman","Houston Astros","Pitcher","6' 5""",235,"R","R",77
686555,"Isaac Collins","Milwaukee Brewers","Outfielder","5' 8""",188,"S","R",68
624424,"Michael Conforto","San Francisco Giants","Designated Hitter","5' 11""",215,"L","R",71
665052,"Griffin Conine","Miami Marlins","Outfielder","6' 1""",210,"L","R",73
664351,"Luis Contreras","Houston Astros","Pitcher","6' 1""",175,"R","R",73
672710,"Roansy Contreras","Los Angeles Angels","Pitcher","6' 1""",205,"R","R",73
661388,"William Contreras","Milwaukee Brewers","Catcher","5' 10""",217,"R","R",70
575929,"Willson Contreras","St. Louis Cardinals","First Base","6' 0""",240,"R","R",72
695257,"Billy Cook","Pittsburgh Pirates","Outfielder","6' 0""",204,"R","R",72
643265,"Garrett Cooper","Boston Red Sox","First Base","6' 4""",235,"R","R",76
571578,"Patrick Corbin","Washington Nationals","Pitcher","6' 4""",225,"L","L",76
621043,"Carlos Correa","Minnesota Twins","Shortstop","6' 3""",220,"R","R",75
641482,"Nestor Cortes","New York Yankees","Pitcher","5' 10""",225,"R","L",70
676680,"Tom Cosgrove","San Diego Padres","Pitcher","6' 2""",190,"L","L",74
543056,"Danny Coulombe","Baltimore Orioles","Pitcher","5' 10""",190,"L","L",70
664776,"Jake Cousins","New York Yankees","Pitcher","6' 4""",195,"R","R",76
681297,"Colton Cowser","Baltimore Orioles","Outfielder","6' 3""",220,"L","R",75
543063,"Brandon Crawford","St. Louis Cardinals","Shortstop","6' 1""",223,"L","R",73
641487,"J.P. Crawford","Seattle Mariners","Shortstop","6' 0""",202,"L","R",72
676710,"Kutter Crawford","Boston Red Sox","Pitcher","6' 1""",195,"R","R",73
686611,"Dylan Crews","Washington Nationals","Outfielder","5' 11""",203,"R","R",71
622503,"Nabil Crismatt","Los Angeles Dodgers","Pitcher","6' 1""",220,"R","R",73
681867,"Cooper Criswell","Boston Red Sox","Pitcher","6' 6""",200,"R","R",78
676105,"Jeff Criswell","Colorado Rockies","Pitcher","6' 4""",236,"R","R",76
676979,"Garrett Crochet","Chicago White Sox","Pitcher","6' 6""",245,"L","L",78
630105,"Jake Cronenworth","San Diego Padres","Second Base","5' 11""",187,"L","R",71
686539,"Declan Cronin","Miami Marlins","Pitcher","6' 4""",225,"R","R",76
668968,"Hans Crouse","Los Angeles Angels","Pitcher","6' 4""",180,"L","R",76
691718,"Pete Crow-Armstrong","Chicago Cubs","Outfielder","6' 0""",184,"L","L",72
518585,"Fernando Cruz","Cincinnati Reds","Pitcher","6' 2""",237,"R","R",74
665833,"Oneil Cruz","Pittsburgh Pirates","Outfielder","6' 7""",248,"L","R",79
674444,"Steven Cruz","Kansas City Royals","Pitcher","6' 7""",225,"R","R",79
621016,"Jose Cuas","Toronto Blue Jays","Pitcher","6' 3""",195,"R","R",75
456501,"Johnny Cueto","Los Angeles Angels","Pitcher","5' 11""",229,"R","R",71
675540,"Xzavion Curry","Miami Marlins","Pitcher","6' 0""",195,"R","R",72
595928,"John Curtiss","Colorado Rockies","Pitcher","6' 5""",220,"R","R",77
518595,"Travis d'Arnaud","Atlanta Braves","Catcher","6' 0""",210,"R","R",72
621311,"David Dahl","Philadelphia Phillies","Outfielder","6' 1""",197,"L","R",73
666915,"Bobby Dalbec","Boston Red Sox","First Base","6' 3""",225,"R","R",75
702674,"Caden Dana","Los Angeles Angels","Pitcher","6' 4""",215,"L","R",76
669721,"Davis Daniel","Los Angeles Angels","Pitcher","6' 1""",190,"R","R",73
506433,"Yu Darvish","San Diego Padres","Pitcher","6' 5""",220,"R","R",77
656353,"Tucker Davidson","Baltimore Orioles","Pitcher","6' 2""",215,"L","L",74
656354,"Austin Davis","San Diego Padres","Pitcher","6' 4""",235,"L","L",76
680779,"Henry Davis","Pittsburgh Pirates","Catcher","5' 11""",225,"R","R",71
605204,"J.D. Davis","New York Yankees","Third Base","6' 1""",218,"R","R",73
663562,"Noah Davis","Colorado Rockies","Pitcher","6' 2""",219,"R","R",74
676969,"Brett de Geus","Toronto Blue Jays","Pitcher","6' 2""",215,"R","R",74
594798,"Jacob deGrom","Texas Rangers","Pitcher","6' 4""",180,"L","R",76
657557,"Paul DeJong","Kansas City Royals","Third Base","6' 0""",205,"R","R",72
650559,"Bryan De La Cruz","Pittsburgh Pirates","Outfielder","6' 0""",175,"R","R",72
682829,"Elly De La Cruz","Cincinnati Reds","Shortstop","6' 6""",200,"S","R",78
641511,"Jason Delay","Pittsburgh Pirates","Catcher","5' 11""",200,"R","R",71
680728,"Adrian Del Castillo","Arizona Diamondbacks","Designated Hitter","5' 9""",205,"L","R",69
676113,"Zach DeLoach","Chicago White Sox","Outfielder","6' 1""",215,"L","R",73
660853,"Enyel De Los Santos","Chicago White Sox","Pitcher","6' 3""",235,"R","R",75
665782,"Luis De Los Santos","Toronto Blue Jays","Third Base","6' 2""",160,"R","R",74
676356,"Jonny DeLuca","Tampa Bay Rays","Outfielder","5' 10""",195,"R","R",70
672282,"Reid Detmers","Los Angeles Angels","Pitcher","6' 2""",210,"L","L",74
606965,"Chris Devenski","Tampa Bay Rays","Pitcher","6' 3""",208,"R","R",75
672701,"José Devers","Miami Marlins","Shortstop","6' 0""",174,"L","R",72
646240,"Rafael Devers","Boston Red Sox","First Base","6' 0""",235,"L","R",72
701305,"Zach Dezenzo","Houston Astros","Outfielder","6' 5""",220,"R","R",77
649557,"Aledmys Díaz","Houston Astros","Shortstop","6' 1""",195,"R","R",73
664747,"Alexis Díaz","Cincinnati Reds","Pitcher","6' 2""",224,"R","R",74
621242,"Edwin Díaz","New York Mets","Pitcher","6' 3""",165,"R","R",75
553869,"Elias Díaz","San Diego Padres","Catcher","6' 1""",223,"R","R",73
646242,"Jhonathan Díaz","Seattle Mariners","Pitcher","6' 0""",170,"L","L",72
622766,"Miguel Díaz","Houston Astros","Pitcher","6' 0""",221,"R","R",72
673237,"Yainer Diaz","Houston Astros","Catcher","5' 11""",195,"R","R",71
650490,"Yandy Díaz","Tampa Bay Rays","Designated Hitter","6' 0""",235,"R","R",72
700270,"Yilber Díaz","Arizona Diamondbacks","Pitcher","6' 0""",190,"R","R",72
518617,"Jake Diekman","New York Mets","Pitcher","6' 4""",195,"R","L",76
693307,"Dillon Dingler","Detroit Tigers","Catcher","6' 1""",210,"R","R",73
677976,"Randy Dobnak","Minnesota Twins","Pitcher","6' 1""",230,"R","R",73
689266,"Dylan Dodd","Atlanta Braves","Pitcher","6' 2""",210,"L","L",74
691176,"Jasson Domínguez","New York Yankees","Outfielder","5' 9""",218,"S","R",69
622554,"Seranthony Domínguez","Baltimore Orioles","Pitcher","6' 1""",225,"R","R",73
680977,"Brendan Donovan","St. Louis Cardinals","Third Base","5' 11""",210,"L","R",71
666808,"Camilo Doval","San Francisco Giants","Pitcher","6' 2""",205,"R","R",74
686668,"Brenton Doyle","Colorado Rockies","Outfielder","6' 3""",223,"R","R",75
686482,"Logan Driscoll","Tampa Bay Rays","Catcher","5' 11""",225,"L","R",71
592273,"Brandon Drury","Los Angeles Angels","Third Base","6' 1""",225,"R","R",73
650960,"Daniel Duarte","Minnesota Twins","Pitcher","6' 0""",235,"R","R",72
681869,"Shawn Dubin","Houston Astros","Pitcher","6' 0""",164,"R","R",72
643289,"Mauricio Dubón","Houston Astros","Outfielder","5' 11""",173,"R","R",71
608648,"Tyler Duffey","Kansas City Royals","Pitcher","6' 3""",220,"R","R",75
622110,"Matt Duffy","Texas Rangers","Third Base","6' 2""",190,"R","R",74
694362,"Blake Dunn","Cincinnati Reds","Outfielder","5' 9""",210,"R","R",69
686554,"Oliver Dunn","Milwaukee Brewers","Third Base","5' 10""",207,"L","R",70
641540,"Dane Dunning","Texas Rangers","Pitcher","6' 4""",225,"R","R",76
670161,"Parker Dunshee","Atlanta Braves","Pitcher","6' 0""",215,"R","R",72
677649,"Ezequiel Duran","Texas Rangers","Shortstop","5' 10""",185,"R","R",70
680776,"Jarren Duran","Boston Red Sox","Outfielder","6' 0""",205,"L","R",72
661395,"Jhoan Duran","Minnesota Twins","Pitcher","6' 5""",230,"R","R",77
594807,"Adam Duvall","Atlanta Braves","Outfielder","6' 1""",233,"R","R",73
671109,"Jake Eder","Chicago White Sox","Pitcher","6' 4""",225,"L","L",76
669242,"Tommy Edman","Los Angeles Dodgers","Second Base","5' 10""",193,"S","R",70
605218,"Carl Edwards Jr.","San Diego Padres","Pitcher","6' 3""",165,"R","R",75
669364,"Xavier Edwards","Miami Marlins","Second Base","5' 9""",175,"S","R",69
664123,"Scott Effross","New York Yankees","Pitcher","6' 2""",202,"R","R",74
621107,"Zach Eflin","Baltimore Orioles","Pitcher","6' 6""",230,"R","R",78
685126,"Brandon Eisert","Toronto Blue Jays","Pitcher","6' 2""",210,"L","L",74
693821,"Bryce Elder","Atlanta Braves","Pitcher","6' 2""",220,"R","R",74
686642,"Fraser Ellard","Chicago White Sox","Pitcher","6' 3""",220,"L","L",75
668752,"Duke Ellis","New York Yankees","Outfielder","6' 2""",180,"L","L",74
592288,"Kent Emanuel","Miami Marlins","Pitcher","6' 4""",225,"L","L",76
666464,"Jerar Encarnacion","San Francisco Giants","Outfielder","6' 4""",265,"R","R",76
687952,"Christian Encarnacion-Strand","Cincinnati Reds","Third Base","6' 1""",224,"R","R",73
669438,"Mason Englert","Detroit Tigers","Pitcher","6' 4""",205,"S","R",76
543135,"Nathan Eovaldi","Texas Rangers","Pitcher","6' 2""",217,"R","R",74
668674,"Lucas Erceg","Kansas City Royals","Pitcher","6' 2""",214,"L","R",74
669289,"Santiago Espinal","Cincinnati Reds","Third Base","5' 9""",185,"R","R",69
502179,"Paolo Espino","Toronto Blue Jays","Pitcher","5' 10""",212,"R","R",70
683155,"Joey Estes","Oakland Athletics","Pitcher","6' 2""",190,"R","R",74
608032,"Carlos Estévez","Philadelphia Phillies","Pitcher","6' 6""",277,"R","R",78
669093,"Jeremiah Estrada","San Diego Padres","Pitcher","6' 1""",185,"S","R",73
642731,"Thairo Estrada","San Francisco Giants","Second Base","5' 10""",185,"R","R",70
660758,"Sandro Fabian","Texas Rangers","Outfielder","5' 11""",180,"R","R",71
656412,"Alex Faedo","Detroit Tigers","Pitcher","6' 6""",225,"R","R",78
664126,"Pete Fairbanks","Tampa Bay Rays","Pitcher","6' 6""",235,"R","R",78
656413,"Stuart Fairchild","Cincinnati Reds","Outfielder","5' 11""",205,"R","R",71
663559,"Bailey Falter","Pittsburgh Pirates","Pitcher","6' 4""",205,"R","L",76
571656,"Buck Farmer","Cincinnati Reds","Pitcher","6' 4""",243,"L","R",76
571657,"Kyle Farmer","Minnesota Twins","Designated Hitter","5' 11""",205,"R","R",71
676534,"Calvin Faucher","Miami Marlins","Pitcher","6' 1""",190,"R","R",73
607200,"Erick Fedde","St. Louis Cardinals","Pitcher","6' 4""",205,"R","R",76
676439,"Hunter Feduccia","Los Angeles Dodgers","Catcher","6' 1""",215,"L","R",73
621399,"Brady Feigl","Pittsburgh Pirates","Pitcher","6' 4""",195,"R","L",76
663372,"Ryan Feltner","Colorado Rockies","Pitcher","6' 4""",200,"R","R",76
657571,"Caleb Ferguson","Houston Astros","Pitcher","6' 3""",225,"R","L",75
621053,"Tyler Ferguson","Oakland Athletics","Pitcher","6' 4""",225,"R","R",76
666023,"Freddy Fermin","Kansas City Royals","Catcher","5' 10""",200,"R","R",70
665877,"José Fermín","St. Louis Cardinals","Outfielder","5' 10""",198,"R","R",70
681676,"Ryan Fernandez","St. Louis Cardinals","Pitcher","6' 0""",200,"R","R",72
678606,"José A. Ferrer","Washington Nationals","Pitcher","6' 1""",233,"L","L",73
701581,"David Festa","Minnesota Twins","Pitcher","6' 6""",185,"R","R",78
670036,"Matt Festa","Texas Rangers","Pitcher","6' 1""",195,"R","R",73
656420,"J.P. Feyereisen","Los Angeles Dodgers","Pitcher","6' 2""",215,"R","R",74
640448,"Kyle Finnegan","Washington Nationals","Pitcher","6' 2""",198,"R","R",74
690916,"Richard Fitts","Boston Red Sox","Pitcher","6' 3""",230,"R","R",75
666149,"Tyler Fitzgerald","San Francisco Giants","Second Base","6' 2""",214,"R","R",74
656427,"Jack Flaherty","Los Angeles Dodgers","Pitcher","6' 4""",225,"R","R",76
676596,"Josh Fleming","Pittsburgh Pirates","Pitcher","6' 2""",220,"L","L",74
664058,"David Fletcher","Atlanta Braves","Second Base","5' 9""",185,"R","R",69
666150,"Dominic Fletcher","Chicago White Sox","Outfielder","5' 8""",183,"L","L",68
623167,"Chris Flexen","Chicago White Sox","Pitcher","6' 3""",220,"R","R",75
527038,"Wilmer Flores","San Francisco Giants","First Base","6' 3""",225,"R","R",75
664314,"Estevan Florial","Cleveland Guardians","Outfielder","6' 1""",195,"L","R",73
571670,"Dylan Floro","Arizona Diamondbacks","Pitcher","6' 2""",212,"L","R",74
671345,"Jason Foley","Detroit Tigers","Pitcher","6' 4""",215,"R","R",76
645801,"Mike Ford","Cincinnati Reds","First Base","6' 0""",225,"L","R",72
663743,"Nick Fortes","Miami Marlins","Catcher","5' 11""",198,"R","R",71
679822,"Justin Foscue","Texas Rangers","Second Base","5' 11""",205,"R","R",71
641582,"Matt Foster","Chicago White Sox","Pitcher","6' 0""",200,"R","R",72
641584,"Jake Fraley","Cincinnati Reds","Outfielder","5' 11""",206,"L","L",71
641585,"J.P. France","Houston Astros","Pitcher","6' 0""",198,"R","R",72
664034,"Ty France","Cincinnati Reds","First Base","5' 10""",215,"R","R",70
670102,"Bowden Francis","Toronto Blue Jays","Pitcher","6' 5""",220,"R","R",77
624428,"Adam Frazier","Kansas City Royals","Second Base","5' 10""",190,"L","R",70
607536,"Kyle Freeland","Colorado Rockies","Pitcher","6' 4""",202,"L","L",76
518692,"Freddie Freeman","Los Angeles Dodgers","First Base","6' 4""",220,"L","R",76
671289,"Tyler Freeman","Cleveland Guardians","Outfielder","5' 11""",200,"R","R",71
686217,"Sal Frelick","Milwaukee Brewers","Outfielder","5' 9""",191,"L","R",69
666818,"Luis Frías","Toronto Blue Jays","Pitcher","6' 3""",245,"R","R",75
608331,"Max Fried","Atlanta Braves","Pitcher","6' 4""",190,"L","L",76
670770,"TJ Friedl","Cincinnati Reds","Outfielder","5' 8""",180,"L","L",68
681807,"David Fry","Cleveland Guardians","Outfielder","6' 1""",215,"R","R",73
